nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm4779697	Ryan Baumbach	\N	\N	['actor', 'writer', 'director']	['tt3951850', 'tt2115353', 'tt0429377', 'tt3951856']
nm4786079	Stevan Spasic	1981	\N	['writer', 'producer', 'music_department']	['tt13444828', 'tt5593104', 'tt7455550', 'tt2603026']
nm4793058	Lyman Johnson	\N	\N	['actor', 'writer']	['tt3210970', 'tt4705684', 'tt2123765', 'tt3859804']
nm4812253	Ozen Yula	\N	\N	['writer', 'miscellaneous', 'producer']	['tt2135458', 'tt14827134', 'tt0484761', 'tt4787028']
nm4817743	Jordan Imiola	\N	\N	['writer', 'producer', 'director']	['tt6728912', 'tt13293184', 'tt10697616', 'tt14463360']
nm4838459	Emily Lyon	\N	\N	['director', 'writer', 'actress']	['tt11224184', 'tt2165651', 'tt3884426']
nm4842380	Tim Ward	\N	\N	['miscellaneous']	['tt1578652']
nm4858668	Mike Dell'Amico	\N	\N	['director']	['tt3234110', 'tt1990508']
nm4863506	Jacob Kamhis	\N	\N	['producer', 'writer', 'editor']	['tt6765040', 'tt2669814', 'tt6764984', 'tt2192495']
nm4866679	Michael Taffuri	\N	\N	['producer', 'writer']	['tt7307240']
nm4873327	Dante D'Anthony	\N	\N	['director', 'writer', 'art_director']	['tt4568452', 'tt4671296']
nm4919148	Soozi Chameleone	\N	\N	['miscellaneous', 'sound_department', 'writer']	['tt5564516', 'tt5224644', 'tt13487430', 'tt2262129']
nm4927334	Joe Kurek	\N	\N	['writer', 'producer', 'director']	['tt6878578', 'tt3859260', 'tt6878596', 'tt7307240']
nm4954515	Hannah Gorfinkel	\N	\N	['writer', 'producer', 'script_department']	['tt1867880']
nm4954577	Adrian Jordan	\N	\N	['writer']	['tt1867880']
nm4954829	Zachary Shevich	\N	\N	['writer', 'producer', 'director']	['tt10982976', 'tt1867880', 'tt5124530']
nm4954888	Daniel Fishman	\N	\N	['editorial_department', 'miscellaneous', 'actor']	['tt2452242', 'tt11041132', 'tt13029044', 'tt4799050']
nm4954891	John Barr	\N	\N	['writer']	['tt1867880']
nm4954973	David Sanders	\N	\N	['writer']	['tt1867880']
nm4956629	Alan C. McLaughlin	\N	\N	['cinematographer', 'camera_department', 'writer']	['tt6073996', 'tt6695106', 'tt1371111', 'tt2865862']
nm4967186	William Adams	\N	\N	['producer', 'writer', 'actor']	['tt7458216', 'tt3773386', 'tt5816146', 'tt3064684']
nm4991195	Michael Tobias	\N	\N	['producer', 'writer', 'director']	['tt5008316', 'tt2344145', 'tt2213672', 'tt8098188']
nm4992280	Mark John Ostrowski	\N	\N	['director', 'producer', 'cinematographer']	['tt4530210', 'tt2291216', 'tt4781562', 'tt5779318']
nm4996428	Ken Holmes	1987	\N	['actor', 'producer', 'writer']	['tt6431144', 'tt12996868', 'tt11980644', 'tt5516136']
nm5016534	Timon Birkhofer	\N	\N	['producer', 'director', 'writer']	['tt12470218']
nm5018568	Meryem Gür	\N	\N	['writer']	['tt2051741', 'tt2372907', 'tt8694246', 'tt5303436']
nm5033632	Sarah King	\N	\N	['writer', 'producer', 'director']	['tt9695416', 'tt4067416', 'tt2595668', 'tt6175984']
nm5038373	Tim Ward	\N	\N	['miscellaneous', 'editor']	['tt10805352', 'tt1710621', 'tt2243086', 'tt1849822']
nm5049672	Chris Beasley	\N	\N	['producer', 'director', 'actor']	['tt5901988', 'tt3432660', 'tt3825282']
nm5057924	Tim Ward	\N	\N	['make_up_department']	['tt0299179']
nm5066891	Siva Kumar Kondaveeti	\N	\N	['director', 'editor', 'assistant_director']	['tt6215718', 'tt7559174', 'tt8459924', 'tt7572882']
nm5071692	Brad Spiotta	\N	\N	['actor', 'miscellaneous', 'writer']	['tt8918562', 'tt9694840', 'tt4497152', 'tt11765792']
nm5078136	Julian Diaz Velosa	\N	\N	['director', 'writer', 'producer']	['tt11963622', 'tt2179676', 'tt2180024', 'tt7496280']
nm5078613	Neil Watson	\N	\N	['camera_department', 'miscellaneous', 'director']	['tt1630029', 'tt13322224', 'tt8825974', 'tt1757678']
nm5083382	Corey Lubowich	\N	\N	['writer', 'director', 'producer']	['tt2186838', 'tt5891144', 'tt13254818', 'tt7799380']
nm5120235	Arafat Mehmood	\N	\N	['music_department', 'soundtrack', 'writer']	['tt5785200', 'tt8426854', 'tt4302956']
nm5178021	Theo Francon	\N	\N	['actor', 'writer', 'art_department']	['tt4487196', 'tt1959332', 'tt3305062', 'tt4553326']
nm5201018	Paul Alexandru	\N	\N	['actor', 'writer', 'composer']	['tt2322650', 'tt12352654']
nm5212350	Esme Brand	\N	\N	['producer', 'actress', 'sound_department']	['tt2996210', 'tt3269580', 'tt3128860', 'tt2333070']
nm5216550	Nathalie Nadon	\N	\N	['writer', 'actress', 'miscellaneous']	['tt15565214', 'tt1132290', 'tt7311050', 'tt12406590']
nm5216638	Edzel Yago	\N	\N	['director', 'actor', 'camera_department']	['tt2336640', 'tt5145166']
nm5235805	Rana Mamatlioglu	\N	\N	['writer']	['tt11367394', 'tt2356860', 'tt12694046', 'tt7843954']
nm5239993	Sindre Haugland	\N	\N	['editor', 'director', 'writer']	['tt6960910', 'tt6419298', 'tt2510744', 'tt1791503']
nm5247389	Serena Chloe Gardner	\N	\N	['director', 'actress', 'writer']	['tt9610740', 'tt5780090', 'tt6952910']
nm5277246	Ben Sharrock	\N	\N	['writer', 'director', 'producer']	['tt2658194', 'tt9138170', 'tt4539866', 'tt3867816']
nm5278890	Rob Liotti	\N	\N	['actor', 'writer', 'director']	['tt2402278', 'tt8586246', 'tt7182824']
nm5290907	Amy Bradbury	\N	\N	['producer', 'production_manager', 'director']	['tt2932964', 'tt2415474', 'tt4069212', 'tt3627412']
nm5310016	Bailey Louisa Coyne	\N	\N	['editorial_department', 'director', 'actress']	['tt15326738', 'tt1707374']
nm5316654	Maya Dinova	\N	\N	['cinematographer', 'editor', 'director']	['tt2444418', 'tt13655302']
nm5338534	Natalie Kay Hodge	\N	\N	['producer', 'writer']	['tt5260620', 'tt10831394', 'tt13293148']
nm5346022	Benjamin J. Walter	1988	\N	['producer', 'director', 'writer']	['tt5251778', 'tt3133718', 'tt5858186', 'tt12133032']
nm5368741	Austin D. Jordan	\N	\N	['director', 'producer', 'writer']	['tt3571242', 'tt3057772', 'tt4817546']
nm5371165	Priscilla Elias	\N	\N	['producer', 'director', 'writer']	['tt0330958']
nm5378297	Jai Basantu Singh	\N	\N	['director', 'producer']	['tt13534808', 'tt2504274', 'tt11820524', 'tt7247768']
nm5387174	Imma Casademunt	\N	\N	['actress', 'director', 'writer']	['tt11464266', 'tt13821452', 'tt10883502', 'tt13870250']
nm5387252	F. Clint DeNisco	1990	\N	['director', 'actor', 'writer']	['tt13090722', 'tt5543398', 'tt5530134', 'tt6260080']
nm5401571	Jackie David	\N	\N	['producer', 'writer']	['tt2523944']
nm5402858	Joelle Boucai	\N	\N	['writer']	['tt5850440', 'tt7235270', 'tt5889946', 'tt0320037']
nm5406453	Jon E. Cohen	\N	\N	['writer', 'director', 'executive']	['tt5644062', 'tt9052174', 'tt2559952', 'tt4995774']
nm5410176	Mario Venuti	\N	\N	['actor', 'composer', 'soundtrack']	['tt2039331', 'tt0873587', 'tt13352136']
nm5410956	Sharrie McCain	1990	\N	['actress', 'producer', 'writer']	['tt4864850', 'tt6621102', 'tt1856010', 'tt8005626']
nm5411035	Emily Donn	\N	\N	['actress', 'writer', 'miscellaneous']	['tt3505736', 'tt1967679', 'tt1719758', 'tt10135684']
nm5431006	Ashley Ellis	\N	\N	['producer', 'director', 'miscellaneous']	['tt5177282', 'tt3507278', 'tt3458682', 'tt3320454']
nm5432706	Nemanja Nikolic	\N	\N	['writer', 'assistant_director']	['tt13444828', 'tt14614944', 'tt6861092', 'tt2838418']
nm5436595	Aris Koulaidis	\N	\N	['director', 'editor', 'producer']	['tt3420886', 'tt10319652', 'tt6120498', 'tt12363576']
nm5439484	Katerina Kaklamani	\N	\N	['writer', 'miscellaneous']	['tt13788874', 'tt10107210', 'tt7531888']
nm5472684	Michael J. Sanderson	1983	\N	['cinematographer', 'camera_department', 'producer']	['tt6047276', 'tt5390098', 'tt11801760', 'tt2636480']
nm5491929	Ahmet Salih Özkul	\N	\N	['cinematographer', 'editor', 'director']	['tt2659664', 'tt2638970', 'tt2659660', 'tt5891636']
nm5533555	Tom Stokes	\N	\N	['director', 'producer', 'production_designer']	['tt3836918', 'tt2479942', 'tt2800138', 'tt2734956']
nm5535334	Emilio Relova Cid	\N	\N	['camera_department', 'cinematographer', 'visual_effects']	['tt2184422', 'tt14484334', 'tt14461842', 'tt4248666']
nm5557189	Sharlene Humm	1953	2021	['producer', 'director', 'writer']	['tt4156642', 'tt4370794', 'tt8450466', 'tt13911932']
nm5559534	Juan Francisco Pérez Villalba	1987	\N	['director', 'writer', 'producer']	['tt6089020', 'tt2754774', 'tt5663230', 'tt3143604']
nm5560859	Nova Kemp	\N	\N	['writer', 'producer', 'assistant']	['tt4817546', 'tt3057772']
nm5570027	Emre Aybek	\N	\N	['assistant_director', 'director']	['tt6132720', 'tt3565486', 'tt11256260', 'tt2768444']
nm5572006	Nicolò Galbiati	\N	\N	['writer', 'assistant_director', 'producer']	['tt9670890', 'tt5539690', 'tt4991086', 'tt3362428']
nm5578400	Robert Herbert McClean	\N	\N	['director', 'writer', 'camera_department']	['tt13932090', 'tt2776388']
nm5579304	Felix Kjellberg	\N	\N	['producer', 'director', 'writer']	['tt10680606', 'tt9566030', 'tt5435072', 'tt3755578']
nm5580791	Sahil Dev	\N	\N	['director', 'editor', 'producer']	['tt11947446', 'tt6315832', 'tt13782336', 'tt7767974']
nm5586824	Tim Ward	\N	\N	['visual_effects', 'sound_department', 'camera_department']	['tt8150864', 'tt3869500', 'tt9826524', 'tt11045036']
nm5588619	David F. Lloreda	\N	\N	['editor', 'camera_department', 'director']	['tt11317878', 'tt14472232', 'tt2788484', 'tt7379972']
nm5594825	Christos Panagos	\N	\N	['director', 'cinematographer', 'producer']	['tt8074718', 'tt8064320', 'tt2799660']
nm5607998	Prakriti Mukherjee	\N	\N	['writer', 'director', 'producer']	['tt5296444', 'tt4817756', 'tt7781554', 'tt2816764']
nm5622529	Neal Gavyn	1992	\N	['actor', 'producer', 'director']	['tt14137280', 'tt15291772', 'tt14137428', 'tt7364342']
nm5634323	Vlad Marsavin	\N	\N	['producer', 'director', 'actor']	['tt6195756', 'tt2885338', 'tt2853684', 'tt4927496']
nm5662493	Doga Can Anafarta	\N	\N	['director', 'writer', 'editor']	['tt8941422', 'tt6559642', 'tt7526338', 'tt10263320']
nm5664775	Harsha	\N	\N	['miscellaneous', 'director', 'writer']	['tt5618682', 'tt2498312', 'tt3058830', 'tt2905606']
nm5678577	Susana Herrera	\N	\N	['actress', 'director', 'production_manager']	['tt4418764', 'tt2885320', 'tt6786550', 'tt3697268']
nm5679458	Teoman Gök	\N	\N	['writer', 'actor', 'editor']	['tt2922394', 'tt3288516', 'tt12872884', 'tt6091552']
nm5685519	Aoife McArdle	\N	\N	['director', 'writer', 'producer']	['tt2932932', 'tt5225428', 'tt14569898']
nm5694647	Charles White Jr.	\N	\N	['director', 'writer', 'actor']	['tt13361442', 'tt14530150', 'tt13828460', 'tt7249164']
nm5706914	Ryan Nesbitt	\N	\N	['miscellaneous', 'producer', 'animation_department']	['tt2998494', 'tt4666250', 'tt3721256', 'tt4644920']
nm5712102	Zach Stampone	1988	\N	['producer', 'director', 'editor']	['tt5638206', 'tt11877948', 'tt2960984', 'tt5644470']
nm5728372	Laurence Fortin Gagnon	\N	\N	['art_department', 'director', 'writer']	['tt10427922', 'tt4945640', 'tt8369840', 'tt2977554']
nm5769308	Steve Schaefer	\N	\N	['miscellaneous', 'writer', 'script_department']	['tt8203614', 'tt1740717']
nm5769309	Sandra Smith	\N	\N	['miscellaneous', 'writer', 'script_department']	['tt1740717']
nm5773784	Jasper Neupane	\N	\N	['director', 'editor', 'actor']	['tt1411956', 'tt14210688', 'tt13559990']
nm5779345	Juan Carlos Troncoso	\N	\N	['writer']	['tt0932774', 'tt5282372', 'tt6216702', 'tt2288228']
nm5779744	Megan O'Donnell	\N	\N	['writer']	['tt1867880']
nm5824052	Simon Scheerens	\N	\N	['director', 'producer', 'editor']	['tt8197982', 'tt7839564', 'tt10796262', 'tt13200732']
nm5863768	Bia Jurema	\N	\N	['editor', 'director', 'cinematographer']	['tt5215064', 'tt4418764', 'tt3109132', 'tt6170344']
nm5870567	Anestis Dalezis	1989	2015	['producer', 'writer', 'editor']	['tt3519126', 'tt4479898', 'tt2646104', 'tt2919016']
nm5874669	Jorge Cervantes	\N	\N	['writer', 'producer', 'casting_director']	['tt2777882', 'tt7054322', 'tt1642530', 'tt11786238']
nm5880159	Sevgi Yilmaz	\N	\N	['writer']	['tt6396252', 'tt3142876', 'tt13116708', 'tt1151166']
nm5888741	Tony Meramveliotakis	\N	\N	['producer', 'writer', 'miscellaneous']	['tt4489232', 'tt6987380', 'tt3519126', 'tt4192748']
nm5903939	Marcus A Siler	\N	\N	['actor', 'producer', 'director']	['tt5741052', 'tt11524214', 'tt10532924', 'tt4136438']
nm5918763	Andrew Johnston	\N	\N	['writer', 'director', 'producer']	['tt7636148', 'tt1700449', 'tt3689758', 'tt3165186']
nm5926857	Oka Aurora	\N	\N	['writer']	['tt3168514', 'tt10613684', 'tt2251864', 'tt6486134']
nm5932852	Sabrina Peña Young	\N	\N	['composer', 'editor', 'director']	['tt10734228', 'tt10672738', 'tt5598780', 'tt5513122']
nm5953836	Aneta Mirowska	\N	\N	['miscellaneous', 'writer']	['tt3159434', 'tt8567856']
nm5954636	Sergey A.	1996	\N	['writer', 'producer', 'cinematographer']	['tt7716056', 'tt5251598', 'tt5927506', 'tt9349608']
nm5967849	Romina Schwedler	\N	\N	['actress', 'producer', 'writer']	['tt5243188', 'tt4237854', 'tt4105494', 'tt4535630']
nm6035331	Adria Ghiralt	\N	\N	['editor', 'writer', 'producer']	['tt3748412', 'tt13276188']
nm6057227	Erix Estrada	\N	\N	['actor', 'writer', 'editor']	['tt4580040', 'tt6176454', 'tt6176576', 'tt4457764']
nm6072850	Joseph Squellati	\N	\N	['director']	['\\N']
nm6076174	Ksenia Valenti	\N	\N	['actress', 'writer', 'producer']	['tt2982730', 'tt6638536', 'tt13267256']
nm6079278	Juan Barreiro	\N	\N	['actor', 'writer', 'producer']	['tt14308810', 'tt3325142', 'tt4073582']
nm6100718	Jimm Mustang	\N	\N	['producer', 'actor', 'camera_department']	['tt4489232', 'tt3122642', 'tt3467576', 'tt7076436']
nm6113243	Neil Clerkin	\N	\N	['camera_department', 'director', 'writer']	['tt3497820', 'tt3299846', 'tt14831476', 'tt5616366']
nm6114111	Yamile Daza	\N	\N	['writer', 'miscellaneous', 'script_department']	['tt5677942', 'tt3539830', 'tt1576074', 'tt1779939']
nm6114112	Diego Osorio	\N	\N	['writer']	['tt1576074', 'tt3539830', 'tt4689598', 'tt5677942']
nm6119021	Gaetan Gueli	\N	\N	['actor', 'writer', 'producer']	['tt9128818', 'tt13131384', 'tt14558086', 'tt13416662']
nm6124597	Alex Abdolwahabi	\N	\N	['editor', 'camera_department', 'director']	['tt14433420', 'tt9242996', 'tt13394154', 'tt13799908']
nm6143114	Cries	\N	\N	['writer', 'producer', 'director']	['tt7076436', 'tt5605772', 'tt5605756', 'tt5605764']
nm6164865	John Madrid	\N	\N	['producer', 'camera_department', 'director']	['tt3467576', 'tt3122642', 'tt7076436', 'tt4489232']
nm6164866	Taqis B.	\N	\N	['producer', 'writer', 'director']	['tt3122642', 'tt4489232', 'tt7076436', 'tt3467576']
nm6164867	Daniel B.	\N	\N	['producer', 'director', 'writer']	['tt3467576', 'tt3286690', 'tt3122642', 'tt7076436']
nm6164868	Spike Mixalis	\N	\N	['producer', 'director', 'writer']	['tt3122642', 'tt4489232', 'tt7076436', 'tt3467576']
nm6165106	Fernando Trevisan Catatau	\N	\N	['director', 'editor']	['tt10955332', 'tt3415584']
nm6167558	John Theodoracopoulos	\N	\N	['director', 'editor', 'cinematographer']	['tt3417942', 'tt14849170', 'tt4052168', 'tt3476290']
nm6190666	Tim Ward	\N	\N	['director']	['tt0075583']
nm6211091	Burnham Holmes	\N	\N	['actor', 'writer', 'producer']	['tt3299790', 'tt0496444', 'tt12996868', 'tt3156558']
nm6212786	Brad James	1992	\N	['director', 'writer', 'composer']	['tt12712756', 'tt3462454', 'tt6278714', 'tt11124746']
nm6223465	Ryan Meichtry	\N	\N	['cinematographer', 'camera_department', 'director']	['tt5128778', 'tt7680442', 'tt3471320']
nm6243013	Eden Echeverria	\N	\N	['writer']	['tt7054376', 'tt14854324', 'tt8640714', 'tt4910698']
nm6258918	Aditya Sharma	\N	\N	['actor', 'director', 'music_department']	['tt5502766', 'tt5197544', 'tt2395469', 'tt3771536']
nm6273742	Montgomery Mauro	\N	\N	['producer', 'actor', 'writer']	['tt5757366', 'tt9144236', 'tt15822792', 'tt2975590']
nm6274721	Elanor Miller	\N	\N	['actress', 'writer', 'director']	['tt6664784', 'tt4387314', 'tt12268272', 'tt10061716']
nm6280644	Dave Bresnahan	\N	\N	['actor', 'miscellaneous', 'producer']	['tt8236664', 'tt12267750', 'tt4799476', 'tt7574852']
nm6292405	Manos Papadakis	\N	\N	['writer', 'producer', 'camera_department']	['tt3554426', 'tt3519126', 'tt4489232', 'tt7076436']
nm6304108	Lorenzo Ruffini	\N	\N	['producer', 'writer', 'director']	['tt4775070', 'tt12123430', 'tt6472214', 'tt12476820']
nm6322835	Carlos Cock	\N	\N	['director', 'assistant_director']	['tt14361986', 'tt1543296', 'tt8682608', 'tt4477628']
nm6342285	Tom Rowsell	\N	\N	['director', 'editor', 'producer']	['tt3582166', 'tt6227894', 'tt8297468', 'tt8047138']
nm6352221	Jon Cvack	\N	\N	['producer', 'director', 'miscellaneous']	['tt10438418', 'tt4085066', 'tt6066840', 'tt8438110']
nm6353207	Oscar Camacho	\N	\N	['director', 'writer', 'producer']	['tt4957188', 'tt4575126', 'tt3592234', 'tt6318916']
nm6353378	Pedro Rudolphi	1992	\N	['actor', 'writer', 'director']	['tt9204170', 'tt4524056', 'tt6450804', 'tt10042590']
nm6361192	Javad Afshar	\N	\N	['director', 'editor']	['tt5819240', 'tt7901068', 'tt10939674', 'tt13557628']
nm6364454	Maria Solovyova	\N	\N	['script_department', 'writer', 'assistant_director']	['tt6883844', 'tt7403556', 'tt7172610', 'tt3602596']
nm6396201	Chris Borgo	\N	\N	['director', 'producer', 'editor']	['tt3636194', 'tt9748418', 'tt6843312', 'tt6059946']
nm6438138	Brendan Kelly	\N	\N	['producer', 'writer']	['tt3532664']
nm6452998	Rosendo Hernandez	\N	\N	['director', 'writer', 'miscellaneous']	['tt3691354', 'tt3784356']
nm6484261	Vyacheslav Bihun	\N	\N	['director', 'writer', 'producer']	['tt6740104', 'tt11372222', 'tt11372140', 'tt3746274']
nm6519330	Ben Franklin Cornelius	\N	\N	['cinematographer', 'editor', 'director']	['tt6660316', 'tt3753592', 'tt13147068', 'tt4250906']
nm6532817	John Hopkins	\N	\N	['cinematographer', 'director', 'writer']	['tt0934481', 'tt0226040', 'tt14873732', 'tt6674318']
nm6536628	Chris Zarb	\N	\N	['director', 'writer', 'cinematographer']	['tt12987694', 'tt6748304', 'tt3770272', 'tt4463162']
nm6553135	Chris Zuhdi	\N	\N	['producer', 'actor', 'writer']	['tt7297384', 'tt3787360']
nm6554377	Sergio Martínez Alberto	\N	\N	['writer', 'director', 'assistant_director']	['tt3318094', 'tt7151414', 'tt5563636', 'tt3896708']
nm6562625	Mouna Hawa	1989	\N	['actress']	['tt5974388', 'tt3830828', 'tt4565380', 'tt2131698']
nm6563309	Mike Bromley	\N	\N	['director', 'writer', 'editor']	['tt3798248', 'tt7680442']
nm6563597	James Ellis	\N	\N	['miscellaneous', 'writer', 'producer']	['tt7699414', 'tt13950332', 'tt3772982', 'tt11009662']
nm6580350	Faustus McGreeves	\N	\N	['writer', 'actor', 'director']	['tt10731444', 'tt8663510', 'tt7476714', 'tt3815552']
nm6582633	Murat Taskent	\N	\N	['writer', 'actor']	['tt10374050', 'tt11256260', 'tt10183542', 'tt4343334']
nm6589745	Sara Gracia	\N	\N	['actress', 'producer', 'writer']	['tt12111950', 'tt6598088', 'tt8047430', 'tt13904004']
nm6615049	Paige Sciarrino	\N	\N	['actress', 'writer', 'producer']	['tt8668696', 'tt6463374', 'tt9680802', 'tt7262218']
nm6617137	Antonio Barba	\N	\N	['actor', 'writer', 'stunts']	['tt7180852', 'tt3848860', 'tt14228192', 'tt14227798']
nm6619439	Spyros Gozis	\N	\N	['producer', 'miscellaneous', 'writer']	['tt6987380', 'tt4489232', 'tt3286690', 'tt7223804']
nm6634664	Umberto Baccolo	\N	\N	['director', 'writer', 'producer']	['tt3867638', 'tt9615718', 'tt7869554', 'tt7856250']
nm6635248	Tim Ward	\N	\N	['']	['tt0407423']
nm6644198	Derya Celikkol	\N	\N	['production_designer', 'actress', 'cinematographer']	['tt5300754', 'tt5495798', 'tt5592452']
nm6652002	Sean Harris	\N	\N	['writer', 'actor', 'assistant_director']	['tt12985634', 'tt5578200', 'tt3887504', 'tt10209174']
nm6652088	Jacqui Blue	\N	\N	['producer', 'director', 'writer']	['tt4428002', 'tt3887570', 'tt4501642', 'tt4774490']
nm6669837	Todd Jacobsen	\N	\N	['actor', 'music_department', 'writer']	['tt3951872', 'tt3923734', 'tt3919102', 'tt3960674']
nm6676921	Les Baumbach	\N	\N	['actor', 'writer', 'music_department']	['tt3960698', 'tt3951854', 'tt3919466', 'tt3919468']
nm6688105	Adam Lehnert-Spalding	\N	\N	['director', 'actor', 'writer']	['tt3891146', 'tt9910694', 'tt5042236']
nm6716336	Ryan Visser	\N	\N	['writer', 'camera_department']	['tt3972336', 'tt11171628', 'tt5272962']
nm6726002	Christian Blome	\N	\N	['director']	['tt2991868']
nm6739597	François Dupont	1976	\N	['actor', 'producer', 'writer']	['tt4775414', 'tt4786984', 'tt6641982', 'tt4035888']
nm6750552	Richa Yamini	\N	\N	['writer', 'producer']	['tt4014320', 'tt9615258', 'tt4068208', 'tt8513096']
nm6752967	Aiswarja Smith	\N	\N	['director', 'writer', 'editor']	['tt4308416', 'tt4308438', 'tt6987380', 'tt4308418']
nm6753469	John Keuner	\N	\N	['director', 'writer', 'editor']	['tt4364288', 'tt6987380', 'tt4018144']
nm6754476	Marc Germeshausen	\N	\N	['cinematographer', 'director']	['tt6987380', 'tt4364288', 'tt4018144']
nm6754477	Marco Santos	\N	\N	['cinematographer', 'director']	['tt4018144', 'tt4364288', 'tt6987380']
nm6760469	Hsiao-Hui Yu	1975	\N	['producer', 'actress', 'writer']	['tt13864806', 'tt1508870', 'tt2881292', 'tt7007310']
nm6799110	Victor N. Davich	\N	\N	['writer', 'producer']	['tt0098868']
nm6803358	Popi Kavoy	\N	\N	['producer', 'writer', 'cinematographer']	['tt4479898', 'tt4192748', 'tt3519126', 'tt4489232']
nm6815752	Michael Pizzano	\N	\N	['producer', 'director', 'writer']	['tt15822792', 'tt6527146', 'tt8397800', 'tt10166480']
nm6854239	Susan Luitsalu	\N	\N	['writer', 'actress', 'editor']	['tt6776580', 'tt3686032', 'tt14367054']
nm6866455	Maxine Lat Calibuso	\N	\N	['writer']	['tt4126432', 'tt11247108']
nm6876138	Ivory Taylor	\N	\N	['director']	['tt4601920']
nm6881765	Yahya Samanci	\N	\N	['director', 'assistant_director']	['tt6605346', 'tt4162900', 'tt12872884', 'tt7372098']
nm6881777	Idris Meydi	\N	\N	['writer']	['tt10476544', 'tt14872600', 'tt4162900', 'tt7670890']
nm6922563	Robert Howling	\N	\N	['writer']	['tt4087534']
nm6922564	Matt Martinez	\N	\N	['writer', 'composer', 'music_department']	['tt4087534']
nm6924500	Minghao Shen	\N	\N	['editor', 'director', 'writer']	['tt5627786', 'tt6279544', 'tt4452204', 'tt5716086']
nm6938505	James Ashton Roper	\N	\N	['director', 'cinematographer', 'editor']	['tt4228752', 'tt6133138', 'tt6131520', 'tt6139828']
nm6938506	Isabelle Scott	\N	\N	['miscellaneous', 'producer', 'casting_director']	['tt6292852', 'tt5034838', 'tt0293429', 'tt4228752']
nm6938507	Michael Fischetti	\N	\N	['writer', 'editor', 'producer']	['tt6133138', 'tt6139828', 'tt6131520', 'tt4228752']
nm6946783	Thomas Ma	\N	\N	['assistant_director', 'miscellaneous', 'director']	['tt7772580', 'tt3829266', 'tt4244998', 'tt10427922']
nm6981749	Matt Lausch	\N	\N	['actor', 'writer']	['tt9614596', 'tt13965400', 'tt9219882', 'tt7294266']
nm6997123	Márcio D'Astrain	1993	\N	['director', 'writer', 'producer']	['tt14102784', 'tt10207588', 'tt13198946', 'tt13489806']
nm7011624	Tim Ward	\N	\N	['editor']	['tt4305198']
nm7021949	John Felix	1982	\N	['producer', 'actor', 'writer']	['tt14557694', 'tt4317990', 'tt6270314', 'tt7812438']
nm7050328	Bobby Kumar	1976	\N	['actor', 'director', 'writer']	['tt1849718', 'tt10731688', 'tt10940380', 'tt8029126']
nm7053285	Jared Campbell	1991	\N	['director', 'writer', 'cinematographer']	['tt4317990', 'tt11436686', 'tt7812438', 'tt13985680']
nm7063647	K.J. Chaves Santos	\N	\N	['writer', 'director', 'producer']	['tt13670552', 'tt7249214', 'tt8658112', 'tt4626210']
nm7064817	Dax Lily	\N	\N	['actor', 'producer', 'director']	['tt13091962', 'tt15572686', 'tt13068648', 'tt2931868']
nm7087639	Omar Amir	\N	\N	['actor', 'assistant_director', 'director']	['tt10135684', 'tt9557400', 'tt10188526', 'tt8484262']
nm7112599	Raymon Wright	\N	\N	['producer', 'director', 'actor']	['tt6933318', 'tt6731158']
nm7119421	Robbie Tucker	\N	\N	['director', 'actor', 'writer']	['tt15681020', 'tt2851608']
nm7131288	Tim Ward	\N	\N	['']	['\\N']
nm7134275	Mirza Baig	\N	\N	['editor', 'writer', 'director']	['tt9553816', 'tt5708874', 'tt5703200', 'tt4460820']
nm7141452	Lakeisha Jackson	\N	\N	['writer', 'director', 'producer']	['tt12960092', 'tt10369404', 'tt14739256', 'tt12960064']
nm7152406	Ajit Thakur	\N	\N	['writer', 'producer']	['tt2399993', 'tt7291466', 'tt4476002', 'tt13995298']
nm7160700	Luisa Parnes	\N	\N	['writer', 'director', 'assistant_director']	['tt6223078', 'tt12314340', 'tt6544318', 'tt10947030']
nm7175901	Dinesh Sudarshan Soi	\N	\N	['casting_director', 'director', 'producer']	['tt1584917', 'tt5065688', 'tt14292674', 'tt3533672']
nm7191676	Mónica Palacio	\N	\N	['writer', 'editorial_department', 'director']	['tt6508194', 'tt4689598', 'tt10367990', 'tt2136000']
nm7197972	Nuer Taqa	\N	\N	['producer', 'director', 'camera_department']	['tt4809090', 'tt5000090', 'tt5299700', 'tt5055344']
nm7202172	Mann Singh Manku	\N	\N	['writer', 'director']	['tt13137346', 'tt4536308', 'tt5653500', 'tt8806456']
nm7209325	Charisse Bayona	\N	\N	['miscellaneous', 'writer']	['tt2245956', 'tt9248252', 'tt11247108', 'tt1825244']
nm7219015	Derek Hird	\N	\N	['director', 'editor', 'writer']	['tt4553326', 'tt2845438']
nm7226964	Karen Klami	\N	\N	['writer', 'producer', 'camera_department']	['tt12996868']
nm7235088	David Evan Cunningham	\N	\N	['miscellaneous', 'writer', 'production_manager']	['tt4286666', 'tt1740717']
nm7239339	Andrew Guardamano	\N	\N	['writer', 'director', 'cinematographer']	['tt12031402', 'tt10183342', 'tt8832430', 'tt4577062']
nm7239340	Tyler Roberge	\N	\N	['actor', 'writer', 'casting_department']	['tt4577062', 'tt10183342']
nm7256118	Octavian Kaul	2003	\N	['actor', 'director', 'writer']	['tt7936336', 'tt3107288', 'tt4016454', 'tt5467814']
